,Address,Longitude,Latitude,Rent,URL,Type
153,"3936 Pennsylvania Ave, Kansas City, MO 64111",-94.59324172916668,39.055569562500004,"$865 - 1,850",https://www.apartments.com/kensington-court-kansas-city-mo/tr0ftjb/,apartment
154,"1103 Grand Blvd, Kansas City, MO 64106",-94.5804243,39.1009245,$959,https://www.apartments.com/the-hills-kansas-city-mo/wkkph7j/,apartment
155,"9905 Locust St, Kansas City, MO 64131",-94.58646619753087,38.947468444444446,$850 - 880,https://www.apartments.com/leawood-at-state-line-leawood-ks/dt5y5cj/,apartment
156,"722 Walnut St, Kansas City, MO 64106",-94.58186277663494,39.10519794164129,"$1,025 - 1,075",https://www.apartments.com/professional-building-kansas-city-mo/0227tk3/,apartment
157,"900 NW 79th Ter, Kansas City, MO 64118",-94.59121800894731,39.238161266576746,$999,https://www.apartments.com/green-village-townhomes-kansas-city-mo/yhmrcrv/,apartment
158,"1407 NW 65th Ter, Kansas City, MO 64118",-94.59805806060606,39.212844545454544,$735 - 770,https://www.apartments.com/ellison-apartments-kansas-city-mo/mg4crwl/,apartment
159,"525 NW 55th Ter, Kansas City, MO 64118",-94.58750619999999,39.1946498,$920 - 970,https://www.apartments.com/the-belmont-apartments-kansas-city-mo/8denzs3/,apartment
160,"600 Central St, Kansas City, MO 64105",-94.58637120597291,39.106305500000005,"$1,095 - 1,395",https://www.apartments.com/westport-manor-apartments-kansas-city-mo/p63jlcs/,apartment
161,"9800 Cherry St, Kansas City, MO 64131",-94.585294,38.949655,$875,https://www.apartments.com/clayton-apartments-kansas-city-mo/8jv1140/,apartment
162,"8517 Holmes Rd, Kansas City, MO 64131",-94.58108495,38.97343515,$765 - 785,https://www.apartments.com/ridgeview-heights-newly-renovated-apts-kansas-city-mo/75cc03w/,apartment
163,"100-112 W 103rd St, Kansas City, MO 64114",-94.6065072,38.9420038,"$865 - 1,005",https://www.apartments.com/holmeswood-apartments-kansas-city-mo/rkw6g82/,apartment
164,"3930 Troost Ave, Kansas City, MO 64110",-94.57266215351206,39.05513565,$625 - 716,https://www.apartments.com/santa-fe-village-kansas-city-mo/rl7h4f3/,apartment
165,"1006 Grand Blvd, Kansas City, MO 64106",-94.5811833762987,39.1020829,$759 - 875,https://www.apartments.com/new-longview-apartments-lees-summit-mo/e4gnkzq/,apartment
166,"8701 Chestnut Cir, Kansas City, MO 64131",-94.584145,38.969861,$770 - 945,https://www.apartments.com/grand-boulevard-lofts-kansas-city-mo/f9lbqls/,apartment
167,"6522 NE 43rd Ter, Kansas City, MO 64117",-94.503366,39.17236,$791,https://www.apartments.com/walnut-tower-apartments-kansas-city-mo/cvpn4be/,apartment
168,"811 Grand Blvd, Kansas City, MO 64106",-94.58011090912356,39.10395,$827,https://www.apartments.com/courthouse-lofts-kansas-city-mo/4mtefxl/,apartment
169,"5852 E 20th St, Kansas City, MO 64126",-94.5142681,39.0867237,$660,https://www.apartments.com/oglesby-hotel-apartments-kansas-city-mo/bg8d6mb/,apartment
170,"2101 Vine St, Kansas City, MO 64108",-94.56327497792276,39.086550849999995,$886,https://www.apartments.com/oggi-lofts-kansas-city-mo/wf3gyxh/,apartment
171,"300 W Armour Blvd, Kansas City, MO 64111",-94.58927610472767,39.064278650000006,$729 - 915,https://www.apartments.com/windsong-apartments-kansas-city-mo/0dwsp53/,apartment
172,"16301 E 48th Ter, Kansas City, MO 64136",-94.38913988888889,39.03172161616161,$825,https://www.apartments.com/apple-creek-apartments-kansas-city-mo/q0mksjy/,apartment
173,"3243 Denver, Kansas City, MO 64128",-94.52218426568358,39.06619580437149,$673,https://www.apartments.com/the-ridge-at-chestnut-kansas-city-mo/pcf5dpt/,apartment
174,"2140 W 137th Ter, Leawood, KS 66224",-94.60965865019209,38.878931550000004,"$1,118 - 1,162",https://www.apartments.com/rainbow-ridge-apartments-kansas-city-ks/gqcc64x/,apartment
175,"3550 Rainbow Blvd, Kansas City, KS 66103",-94.6130822,39.0603642,"$999 - 1,255",https://www.apartments.com/northbrook-gardens-kansas-city-mo/6znt0yt/,apartment
176,"2966 Francis St, Kansas City, KS 66103",-94.61001149275363,39.066136666666665,"$1,015 - 1,049",https://www.apartments.com/grand-summit-i-ii-grandview-mo/99qk2h7/,apartment
177,"3838 Rainbow Blvd, Kansas City, KS 66103",-94.6130822,39.0603642,"$1,225 - 1,355",https://www.apartments.com/blue-ridge-manor-grandview-mo/fvh4xwt/,apartment
178,"1105 S Brookside Ave, Independence, MO 64053",-94.46867667546836,39.09596329148988,$875 - 925,https://www.apartments.com/daisy-walnut-apartments-grandview-mo/xwf41sm/,apartment
179,"6731 E 119th St, Grandview, MO 64030",-94.51313916778524,38.90813963758389,$785 - 895,https://www.apartments.com/3560-broadway-blvd-kansas-city-mo-unit-301765545/cv116zd/,apartment
180,"3813 Duck Rd, Grandview, MO 64030",-94.54447913157895,38.89533686842105,$750,https://www.apartments.com/brookside-apartments-independence-mo/nly8hep/,apartment
181,"4430 S Liberty Ave, Independence, MO 64055",-94.4197039811294,39.04052145846542,$739,https://www.apartments.com/sunset-country-club-plaza-apartments-kansas-city-mo/hq9p8c1/,apartment
182,"1136 W College St, Liberty, MO 64068",-94.4372065249538,39.24637211951671,$745 - 884,https://www.apartments.com/4800-oak-st-kansas-city-mo-unit-0322839452/496hqjj/,apartment
183,"3100 Quail Creek Dr, Independence, MO 64055",-94.3966332,39.0383098,"$820 - 1,020",https://www.apartments.com/the-bluffs-gladstone-mo/92m5jj4/,apartment
184,"14902 Grand Summit Blvd, Grandview, MO 64030",-94.51675197765853,38.85628932338273,"$730 - 1,635",https://www.apartments.com/the-residences-at-new-longview-lees-summit-mo/24mxw69/,apartment
185,"11809 E 83rd St, Raytown, MO 64138",-94.4744182,38.9728785,$599 - 649,https://www.apartments.com/park-at-westridge-raytown-mo/t8x0068/,apartment
186,"41 NE 60th Ter, Gladstone, MO 64118",-94.58054656203534,39.20366945657333,$735 - 977,https://www.apartments.com/johnson-med-center-apartments-kansas-city-ks/gzq83kw/,apartment
187,"Kansas City, MO 64105",-94.5781416,39.100105,"$1,796",https://www.apartments.com/6301-n-klamm-rd-kansas-city-mo-unit-0733921713/lkklhze/,apartment
188,"Kansas City, MO 64111",-94.5781416,39.100105,"$1,643",https://www.apartments.com/the-fairways-at-grand-summit-i-ii-grandview-mo/0e4jnk2/,apartment
189,"Kansas City, MO 64108",-94.5781416,39.100105,"$1,741",https://www.apartments.com/malvern-hill-kansas-city-ks/524enem/,apartment
190,"Kansas City, MO 64112",-94.5781416,39.100105,"$1,878",https://www.apartments.com/williamsburg-square-independence-mo/nt855jn/,apartment
191,"Kansas City, MO 64151",-94.5781416,39.100105,"$1,935",https://www.apartments.com/arbors-of-grandview-grandview-mo/j3tw9t4/,apartment
192,"Kansas City, MO 64151",-94.5781416,39.100105,"$1,860",https://www.apartments.com/2697-troost-ave-kansas-city-mo-unit-10-308852537/w0rdc4h/,apartment
